id,name,type,country,company_hint,domain,linkedin_candidate,linkedin_confidence,linkedin_source,email_candidate,email_confidence,email_source,action,notes
065b73a0-0d1c-4ef9-a70c-af0f6d606b8f,Fabrice Grinda,vc,USA,,,,0.0,,,0.0,,none,no domain | skipped
1481b6f2-4b8c-464a-a271-631176bebc32,Jose Marin,vc,USA,,,,0.0,,,0.0,,none,no domain | skipped
defb7215-546a-430f-8194-b626a0f964a8,Andrew Gluck,vc,USA,Haystack,haystack.vc,https://www.linkedin.com/in/semilshah,0.45,https://haystack.vc/team,,0.0,,none,linkedin link found on public website | skipped
df0b20ba-9ef9-4a94-ab7e-873554bdd20b,Saurabh Sharma,vc,India,,,,0.0,,,0.0,,none,no domain | skipped
34ba4cbc-c1bf-44f2-a845-0d6de847d392,Apoorva Ranjan Sharma,vc,India,,,,0.0,,,0.0,,none,no domain | skipped
490368af-358b-4cae-b859-5d9a43e996f1,Madhukar Sinha,vc,India,,,,0.0,,,0.0,,none,no domain | skipped
b16cfe35-428e-4270-9292-251eda26ddaf,Tarun Mehta,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
45a9a79b-fc36-4e27-af52-4cc57319898a,Ghazal Alagh,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
43297b49-5445-46c0-b8da-206f2122a423,Varun Alagh,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
ef06ad03-42a6-467c-a5f2-87fc7f421532,Rohit Bansal,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
bf64657a-dcef-4091-af1a-0a5b98799587,Kunal Bahl,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
d2e7ed13-d3cc-44a7-9a9e-0956a75d158f,Sairee Chahal,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
4837a20b-bd17-4ee3-ac47-988360ed9d50,Aadit Palicha,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
f1ec9890-09f3-4cc2-ab31-2bc1edaed48d,Daniyar Seitkali,vc,Kazakhstan,Teal Partners,,,0.0,,,0.0,,none,no domain | skipped
f22a0bff-c3fa-43d5-8fed-388ba8438882,Reza Malekzadeh,angel,UAE,,,,0.0,,,0.0,,none,no domain | skipped
0929ee5b-27ef-4d70-8e58-0eaef1e65a40,Badr Ward,angel,Saudi Arabia,,,,0.0,,,0.0,,none,no domain | skipped
2435dfa0-9fa6-49c5-b732-67da55bf7f3b,Naval Ravikant,angel,USA,nav,nav.al,,0.0,,,0.0,,none,skipped
5b712ab5-85c7-4a67-a355-0e0790cb6ebf,Babak Nivi,angel,USA,,,,0.0,,,0.0,,none,no domain | skipped
c9eece8a-01ad-4756-b8a6-4bb301f23e7f,Cindy Bi,vc,USA,,,,0.0,,,0.0,,none,no domain | skipped
e51c8eb3-b338-416b-86b5-6e77a419f5df,Nikhil Kamath,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
447cdf59-6403-4583-85d1-7839044bca09,Girish Mathrubootham,angel,USA,Freshworks,freshworks.com,https://linkedin.com/company/freshworks-inc,0.2,https://freshworks.com/about,,0.0,,none,linkedin link found on public website | skipped
18ef3922-e8d9-45d4-bb63-ca23fb97dad3,Sridhar Vembu,angel,India,Zoho,zoho.com,https://www.linkedin.com/company/zohocorp,0.65,https://zoho.com,,0.0,,none,linkedin link found on public website | skipped
0262e9d0-992e-4199-8c4a-cd085c40cc78,Shashank Kumar,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
f3c3df4d-c8a7-4da6-8abc-dbd91ea0faf3,Harshil Mathur,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
89514227-abef-4abf-a1cf-83af949aacd1,Byju Raveendran,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
80b09147-aa88-4778-830a-eb51d621a360,Sujeet Kumar,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
2060400c-2e64-4e34-b629-22253e0aa86d,Yash Baid,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
ca2de24c-3e02-4fc8-b8a3-39fa01761cf6,Ashneer Grover,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
e3f6bd26-37b7-41ee-b845-ce7c0fe5115f,Vineeta Singh,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
6ad24b3f-1dc2-4569-a53f-9d4d5c9181a1,Radhika Gupta,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
97fddb96-5541-4fb2-a8a9-590be2a2c3dc,Srikanth Nadhamuni,angel,India,Khosla,khoslaventures.com,https://www.linkedin.com/company/khosla-ventures,0.2,https://khoslaventures.com,,0.0,,none,linkedin link found on public website | skipped
1e51af72-422b-4e06-a43c-7c05e0e0957c,Sharad Sharma,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
6c2228c0-e3bb-4b43-8c95-503eefd040e6,Haresh Chawla,vc,India,True North,,,0.0,,,0.0,,none,no domain | skipped
dfd5ea57-2106-49bc-843f-55e86444143b,Karan Bajaj,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
cfedce3f-7055-4885-946b-4ac4bf35ae43,Ronnie Screwvala,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
f8cd6cf9-80b3-433a-b6e5-427eb613a0e7,Mekin Maheshwari,angel,India,Flipkart,flipkart.com,https://in.linkedin.com/company/flipkart,0.2,https://flipkart.com,,0.0,,none,linkedin link found on public website | skipped
922af938-2d68-4075-9665-5252a58e0dc8,Sanjeev Bikhchandani,angel,India,,,,0.0,,,0.0,,none,no domain | skipped
